タイトル,URL,備考
765PRO ALLSTARS+ GRE@TEST BEST!　－SWEET＆SMILE!－,img/disco/best/COCX-38071.jpg
765PRO ALLSTARS+ GRE@TEST BEST!　－COOL&BITTER!－,img/disco/best/COCX-38073.jpg
765PRO ALLSTARS+ GRE@TEST BEST!　－LOVE＆PEACE!－,img/disco/best/COCX-38075.jpg
-----------------これより上はサブスク-----------------
CINDERELLA GIRLS LITTLE STARS! なつっこ音頭,img/COCC-17502s.jpg,ラジオ対応第2(新田美波)あり
CINDERELLA GIRLS STARLIGHT MASTER GOLD RUSH! 11 Home Sweet Home,img/COCC-17841s.jpg
